address,zip,town,suspected_lead,psl_materials,psl_other,service_line,csl_other
18 MAPLE AVENUE 1ST,07042,MONTCLAIR,N,C,NA,C,NA
18 MAPLE AVENUE 2ND,07042,MONTCLAIR,N,C,NA,C,NA
18 MARION ROAD,07043,MONTCLAIR,N,C,NA,C,NA
18 MELROSE PLACE,07042,MONTCLAIR,N,C,NA,C,NA
18 MENDL TERRACE,07042,MONTCLAIR,N,C,NA,C,NA
18 NISHUANE ROAD,07042,MONTCLAIR,N,C,NA,C,NA
18 NORMAL AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
18 NORMAN ROAD,07043,MONTCLAIR,N,C,NA,C,NA
18 NOTTING HILL WAY,07042,MONTCLAIR,N,C,NA,C,NA
18 NEW STREET,07042,MONTCLAIR,N,C,NA,C,NA
18 NORTHVIEW AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
18 OAK PLACE 1ST,07042,MONTCLAIR,N,C,NA,C,NA
18 OAK PLACE 2ND,07042,MONTCLAIR,N,C,NA,C,NA
18 ORANGE ROAD,07042,MONTCLAIR,N,C,NA,C,NA
18 OXFORD STREET 1ST,07042,MONTCLAIR,N,C,NA,C,NA
18 OXFORD STREET 2ND,07042,MONTCLAIR,N,C,NA,C,NA
18 PARK TERRACE,07043,MONTCLAIR,N,C,NA,C,NA
18 PARKHURST PLACE,07042,MONTCLAIR,N,C,NA,C,NA
18 PLYMOUTH STREET,07042,MONTCLAIR,N,C,NA,C,NA
18 POTTER COURT,07043,MONTCLAIR,N,C,NA,C,NA
18 PRESCOTT AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
18 PRINCETON PLACE,07043,MONTCLAIR,N,C,NA,C,NA
18 PARK STREET,07043,MONTCLAIR,N,C,NA,C,NA
18 PIERSON PLACE,07042,MONTCLAIR,N,C,NA,C,NA
18 SKYTOP TERRACE,07043,MONTCLAIR,N,C,NA,C,NA
18 STANFORD PLACE,07042,MONTCLAIR,N,C,NA,C,NA
18 STEPHEN STREET,07042,MONTCLAIR,N,C,NA,C,NA
18 STONEHENGE ROAD,07043,MONTCLAIR,N,C,NA,C,NA
18 SUNSET PARK,07043,MONTCLAIR,N,C,NA,C,NA
18 SUTHERLAND ROAD,07042,MONTCLAIR,N,C,NA,C,NA
18 SAINT LUKES PLACE,07042,MONTCLAIR,Y,C,NA,UX,NA
18 THE FAIRWAY,07043,MONTCLAIR,N,C,NA,C,NA
18 TRINITY PLACE 1ST,07042,MONTCLAIR,N,C,NA,C,NA
18 TRINITY PLACE 3RD,07042,MONTCLAIR,N,C,NA,C,NA
18 TRINITY PLACE-2ND,07042,MONTCLAIR,N,C,NA,C,NA
18 TUERS PLACE,07043,MONTCLAIR,N,C,NA,C,NA
18 TALBOT STREET,07042,MONTCLAIR,N,C,NA,C,NA
18 THE CRESCENT,07042,MONTCLAIR,N,C,NA,C,NA
18 VAN BREEMEN COURT,07043,MONTCLAIR,N,C,NA,C,NA
18 VERA PLACE,07042,MONTCLAIR,N,C,NA,C,NA
18 VIRGINIA AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
18 WALNUT PARKWAY 1ST,07042,MONTCLAIR,N,C,NA,C,NA
18 WALNUT PARKWAY 2ND,07042,MONTCLAIR,N,C,NA,C,NA
18 WARD PLACE,07042,MONTCLAIR,N,C,NA,C,NA
18 WASHINGTON STREET,07042,MONTCLAIR,N,C,NA,C,NA
18 WATERBURY ROAD,07043,MONTCLAIR,N,C,NA,C,NA
18 WELLESLEY ROAD,07043,MONTCLAIR,N,C,NA,C,NA
18 WHEELER STREET,07042,MONTCLAIR,N,C,NA,C,NA
18 WILFRED STREET,07042,MONTCLAIR,N,C,NA,C,NA
18 WILLARD PLACE,07042,MONTCLAIR,N,C,NA,C,NA
18 WILLIAM STREET,07042,MONTCLAIR,N,C,NA,C,NA
18 WILLOWMERE AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
18 WINDEMERE ROAD,07043,MONTCLAIR,N,C,NA,C,NA
18 WINDSOR PLACE,07043,MONTCLAIR,N,C,NA,C,NA
18 WARFIELD STREET,07043,MONTCLAIR,N,C,NA,C,NA
18 WARREN PLACE,07042,MONTCLAIR,Y,C,NA,G,NA
180 BELLEVUE AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
180 BLOOMFIELD AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
180 BLOOMFIELD AVENUE 2ND FL,07042,MONTCLAIR,N,C,NA,C,NA
180 BLOOMFIELD AVENUE,07042,MONTCLAIR,Y,C,NA,G,NA
180 BLOOMFIELD AVENUE 2ND,07042,MONTCLAIR,Y,C,NA,G,NA
180 CHRISTOPHER STREET,07043,MONTCLAIR,Y,C,NA,O,Brass
180 FOREST STREET,07042,MONTCLAIR,N,C,NA,C,NA
180 GLENRIDGE AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
180 GORDONHURST AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
180 GROVE STREET,07043,MONTCLAIR,N,C,NA,C,NA
180 HARRISON AVENUE,07042,MONTCLAIR,Y,C,NA,UX,NA
180 INWOOD AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
180 MIDLAND AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
180 N MOUNTAIN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
180 ORANGE ROAD,07042,MONTCLAIR,N,C,NA,C,NA
180 PARK STREET,07043,MONTCLAIR,N,C,NA,C,NA
180 S MOUNTAIN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
180 SUMMIT AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
180 UNION STREET,07042,MONTCLAIR,N,C,NA,C,NA
180 VALLEY ROAD,07043,MONTCLAIR,N,C,NA,C,NA
180 WALNUT STREET,07042,MONTCLAIR,N,C,NA,C,NA
180 WILDWOOD AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
180B BLOOMFIELD AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
181 ALEXANDER AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
181 CHRISTOPHER STREET,07043,MONTCLAIR,N,C,NA,C,NA
181 COOPER AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
181 CLAREMONT AVENUE,07042,MONTCLAIR,Y,C,NA,UX,NA
181 FERNWOOD AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
181 FOREST STREET,07042,MONTCLAIR,N,C,NA,C,NA
181 HIGHLAND AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
181 HARRISON AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
181 MONTCLAIR AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
181 SUMMIT AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
181 UNION STREET,07042,MONTCLAIR,N,C,NA,C,NA
181 UPPER MOUNTAIN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
181 VALLEY ROAD,07043,MONTCLAIR,N,C,NA,C,NA
181 WILDWOOD AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
181 WILLOWDALE AVENUE,07042,MONTCLAIR,Y,C,NA,UX,NA
181-A VALLEY ROAD,07043,MONTCLAIR,N,C,NA,C,NA
182 ALEXANDER AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
182 BELLEVUE AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
182 CHRISTOPHER STREET,07043,MONTCLAIR,N,C,NA,C,NA
182 CLAREMONT AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
182 COOPER AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
182 GLENRIDGE AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
182 HARRISON AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
182 HIGHLAND AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
182 INWOOD AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
182 SUMMIT AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
182 VALLEY ROAD,07043,MONTCLAIR,N,C,NA,C,NA
182 WILDWOOD AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
183 ALEXANDER AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
183 CLAREMONT AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
183 COOPER AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
183 FOREST STREET,07042,MONTCLAIR,N,C,NA,C,NA
183 GROVE STREET,07043,MONTCLAIR,N,C,NA,C,NA
183 HARRISON AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
183 MIDLAND AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
183 MONTCLAIR AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
183 PARK STREET,07043,MONTCLAIR,N,C,NA,C,NA
183 S MOUNTAIN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
183 SUMMIT AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
183 VALLEY ROAD,07043,MONTCLAIR,N,C,NA,C,NA
183 WILDWOOD AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
183 WILLOWDALE AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
184 BELLEVUE AVENUE #B-MIDDL,07043,MONTCLAIR,N,C,NA,C,NA
184 BELLEVUE AVENUE-#A REAR,07043,MONTCLAIR,N,C,NA,C,NA
184 BELLEVUE AVENUE-#D,07043,MONTCLAIR,N,C,NA,C,NA
184 CHRISTOPHER STREET,07043,MONTCLAIR,N,C,NA,C,NA
184 FERNWOOD AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
184 HARRISON AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
184 INWOOD AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
184 PARK STREET,07043,MONTCLAIR,N,C,NA,C,NA
184 SUMMIT AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
184 UPPER MOUNTAIN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
184A FOREST STREET,07042,MONTCLAIR,N,C,NA,C,NA
184B FOREST STREET,07042,MONTCLAIR,N,C,NA,C,NA
185 BELLEVUE AVENUE,07043,MONTCLAIR,Y,C,NA,UX,NA
185 CLAREMONT AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
185 CHRISTOPHER STREET,07043,MONTCLAIR,Y,C,NA,L,NA
185 FERNWOOD AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
185 FOREST STREET,07042,MONTCLAIR,N,C,NA,C,NA
185 GATES AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
185 GROVE STREET,07043,MONTCLAIR,N,C,NA,C,NA
185 HARRISON AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
185 HIGHLAND AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
185 MONTCLAIR AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
185 PARK STREET,07043,MONTCLAIR,N,C,NA,C,NA
185 S MOUNTAIN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
185 SUMMIT AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
185 UPPER MOUNTAIN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
185 VALLEY ROAD,07043,MONTCLAIR,N,C,NA,C,NA
185 WILDWOOD AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
185 WILLOWDALE AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
186 ALEXANDER AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
186 COOPER AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
186 CHRISTOPHER STREET,07043,MONTCLAIR,N,C,NA,C,NA
186 FERNWOOD AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
186 FOREST STREET,07042,MONTCLAIR,N,C,NA,C,NA
186 GROVE STREET,07043,MONTCLAIR,N,C,NA,C,NA
186 HIGHLAND AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
186 HARRISON AVENUE 1ST,07042,MONTCLAIR,Y,C,NA,UX,NA
186 HARRISON AVENUE 2ND,07042,MONTCLAIR,Y,C,NA,UX,NA
187 BELLEVUE AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
187 COOPER AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
187 FOREST STREET,07042,MONTCLAIR,N,C,NA,C,NA
187 GATES AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
187 GROVE STREET,07043,MONTCLAIR,N,C,NA,C,NA
187 HARRISON AVENUE,07042,MONTCLAIR,Y,C,NA,UX,NA
187 INWOOD AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
187 LORRAINE AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
187 MONTCLAIR AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
187 WILLOWDALE AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
188 BELLEVUE AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
188 CLAREMONT AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
188 FOREST STREET,07042,MONTCLAIR,N,C,NA,C,NA
188 GATES AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
188 GROVE STREET,07043,MONTCLAIR,N,C,NA,C,NA
188 HARRISON AVENUE,07042,MONTCLAIR,Y,C,NA,UX,NA
188 N MOUNTAIN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
188 PARK STREET,07043,MONTCLAIR,N,C,NA,C,NA
188 SUMMIT AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
188 UNION STREET,07042,MONTCLAIR,N,C,NA,C,NA
188 WATCHUNG AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
189 ALEXANDER AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
189 FOREST STREET,07042,MONTCLAIR,N,C,NA,C,NA
189 GROVE STREET,07043,MONTCLAIR,N,C,NA,C,NA
189 HARRISON AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
189 HIGHLAND AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
189 INWOOD AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
189 MONTCLAIR AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
189 PARK STREET,07043,MONTCLAIR,Y,C,NA,L,NA
189 S MOUNTAIN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
189 UNION STREET,07042,MONTCLAIR,N,C,NA,C,NA
189 UPPER MOUNTAIN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
19 ALDEN ROAD,07042,MONTCLAIR,N,C,NA,C,NA
19 ALEXANDER AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
19 ARGYLE ROAD,07043,MONTCLAIR,N,C,NA,C,NA
19 BELLAIRE DRIVE,07042,MONTCLAIR,N,C,NA,C,NA
19 BELLEGROVE DRIVE,07043,MONTCLAIR,N,C,NA,C,NA
19 BELVIDERE PLACE,07042,MONTCLAIR,N,C,NA,C,NA
19 BERKELEY PLACE,07042,MONTCLAIR,N,C,NA,C,NA
19 BRAEMORE ROAD,07043,MONTCLAIR,N,C,NA,C,NA
19 BRAINARD STREET,07043,MONTCLAIR,N,C,NA,C,NA
19 BROOKFIELD ROAD,07043,MONTCLAIR,N,C,NA,C,NA
19 BURNSIDE STREET,07043,MONTCLAIR,N,C,NA,C,NA
19 BRUCE ROAD,07043,MONTCLAIR,N,C,NA,C,NA
19 BRUNSWICK ROAD,07042,MONTCLAIR,N,C,NA,C,NA
19 CAPRON LANE,07043,MONTCLAIR,N,C,NA,C,NA
19 CARLTON DRIVE,07043,MONTCLAIR,N,C,NA,C,NA
19 CARTERET STREET,07043,MONTCLAIR,N,C,NA,C,NA
19 CENTRAL AVENUE 1ST FL,07042,MONTCLAIR,N,C,NA,C,NA
19 CENTRAL AVENUE 2ND,07042,MONTCLAIR,N,C,NA,C,NA
19 CHARLES STREET,07042,MONTCLAIR,N,C,NA,C,NA
19 CHESTER ROAD,07043,MONTCLAIR,N,C,NA,C,NA
19 CLAIRIDGE COURT,07042,MONTCLAIR,N,C,NA,C,NA
19 CLAREMONT AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
19 CLOVERHILL PLACE,07042,MONTCLAIR,N,C,NA,C,NA
19 CLUB ROAD,07043,MONTCLAIR,N,C,NA,C,NA
19 COLLEGE AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
19 COLUMBUS AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
19 CORNELL WAY,07043,MONTCLAIR,N,C,NA,C,NA
19 CROSS STREET,07042,MONTCLAIR,N,C,NA,C,NA
19 CAROLIN ROAD,07043,MONTCLAIR,N,C,NA,C,NA
19 CHAMPLAIN TERRACE,07042,MONTCLAIR,N,C,NA,C,NA
19 DODD STREET,07042,MONTCLAIR,N,C,NA,C,NA
19 EDGEWOOD ROAD,07042,MONTCLAIR,N,C,NA,C,NA
19 ELSTON ROAD,07043,MONTCLAIR,N,C,NA,C,NA
19 ERWIN PARK ROAD,07042,MONTCLAIR,N,C,NA,C,NA
19 ELM STREET,07042,MONTCLAIR,N,C,NA,O,Iron
19 ELMWOOD AVENUE,07042,MONTCLAIR,Y,C,NA,G,NA
19 ENFIELD AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
19 ESSEX AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
19 EUCLID PLACE,07042,MONTCLAIR,N,C,NA,C,NA
19 FAIRVIEW PLACE,07043,MONTCLAIR,N,C,NA,C,NA
19 FOREST STREET,07042,MONTCLAIR,N,C,NA,C,NA
19 FRANKLIN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
19 FAIRFIELD STREET,07042,MONTCLAIR,N,C,NA,C,NA
19 FAIRMOUNT AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
19 FRANKLIN PLACE,07042,MONTCLAIR,N,C,NA,C,NA
19 GLENRIDGE PARKWAY,07042,MONTCLAIR,N,C,NA,C,NA
19 GLENSIDE TERRACE,07043,MONTCLAIR,N,C,NA,C,NA
19 GLENWOOD ROAD,07043,MONTCLAIR,N,C,NA,C,NA
19 GRAHAM TERRACE,07042,MONTCLAIR,N,C,NA,C,NA
19 GRAY STREET,07042,MONTCLAIR,N,C,NA,C,NA
19 GATES AVENUE,07042,MONTCLAIR,Y,C,NA,UX,NA
19 GREENVIEW WAY,07043,MONTCLAIR,N,C,NA,C,NA
19 HIGHLAND AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
19 HILLTOP PLACE,07042,MONTCLAIR,N,C,NA,C,NA
19 HITCHCOCK PLACE,07042,MONTCLAIR,N,C,NA,C,NA
19 HOWE AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
19 LOCUST DRIVE,07042,MONTCLAIR,N,C,NA,C,NA
19 LASALLE ROAD,07043,MONTCLAIR,N,C,NA,C,NA
19 LEXINGTON AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
19 LINDEN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
19 MARQUETTE ROAD,07043,MONTCLAIR,N,C,NA,C,NA
19 MELROSE PLACE,07042,MONTCLAIR,N,C,NA,C,NA
19 MENDL TERRACE,07042,MONTCLAIR,N,C,NA,C,NA
19 MILLER STREET,07042,MONTCLAIR,N,C,NA,C,NA
19 MORNINGSIDE AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
19 MOUNT VERNON ROAD,07043,MONTCLAIR,N,C,NA,C,NA
19 MOUNTAINSIDE PARK TERRACE,07043,MONTCLAIR,N,C,NA,C,NA
19 MOUNTAINVIEW PLACE,07042,MONTCLAIR,N,C,NA,C,NA
19 MULFORD LANE,07042,MONTCLAIR,N,C,NA,C,NA
19 MACOPIN AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
19 MARSTON PLACE,07042,MONTCLAIR,N,C,NA,C,NA
19 N FULLERTON AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
19 N MOUNTAIN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
19 N WILLOW STREET,07042,MONTCLAIR,N,C,NA,C,NA
19 NASSAU ROAD,07043,MONTCLAIR,N,C,NA,C,NA
19 NORMAN ROAD,07043,MONTCLAIR,N,C,NA,C,NA
19 NORTHVIEW AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
19 NORWOOD AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
19 OXFORD STREET,07042,MONTCLAIR,N,C,NA,C,NA
19 PARK TERRACE,07043,MONTCLAIR,N,C,NA,C,NA
19 PATTON PLACE,07043,MONTCLAIR,N,C,NA,C,NA
19 PLEASANT WAY,07042,MONTCLAIR,N,C,NA,C,NA
19 PORTLAND PLACE,07042,MONTCLAIR,N,C,NA,C,NA
19 PRESCOTT AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
19 PRINCETON PLACE,07043,MONTCLAIR,N,C,NA,C,NA
19 PARKWAY,07043,MONTCLAIR,Y,C,NA,G,NA
19 ROSEDALE AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
19 ROSWELL TERRACE,07042,MONTCLAIR,N,C,NA,C,NA
19 SAINT LUKES PLACE 1ST,07042,MONTCLAIR,N,C,NA,C,NA
19 SAINT LUKES PLACE 2ND,07042,MONTCLAIR,N,C,NA,C,NA
19 STANFORD PLACE,07042,MONTCLAIR,N,C,NA,C,NA
19 STEPHEN STREET,07042,MONTCLAIR,N,C,NA,C,NA
19 STONEHENGE ROAD,07043,MONTCLAIR,N,C,NA,C,NA
19 SUNSET PARK,07043,MONTCLAIR,N,C,NA,C,NA
19 SYLVAN PLACE 2ND,07042,MONTCLAIR,N,C,NA,C,NA
19 SYLVAN PLACE-1ST,07042,MONTCLAIR,N,C,NA,C,NA
19 THE CRESCENT,07042,MONTCLAIR,N,C,NA,C,NA
19 THE FAIRWAY,07043,MONTCLAIR,N,C,NA,C,NA
19 UNDERCLIFF DRIVE,07042,MONTCLAIR,N,C,NA,C,NA
19 VAN BREEMEN COURT,07043,MONTCLAIR,N,C,NA,C,NA
19 VERA PLACE,07042,MONTCLAIR,N,C,NA,C,NA
19 VIRGINIA AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
19 VALLEY ROAD,07043,MONTCLAIR,Y,UX,NA,UX,NA
19 WARREN PLACE,07042,MONTCLAIR,N,C,NA,C,NA
19 WATCHUNG PLAZA,07042,MONTCLAIR,N,C,NA,C,NA
19 WATERBURY ROAD,07043,MONTCLAIR,N,C,NA,C,NA
19 WELLESLEY ROAD,07043,MONTCLAIR,N,C,NA,C,NA
19 WHEELER STREET,07042,MONTCLAIR,N,C,NA,C,NA
19 WILFRED STREET,07042,MONTCLAIR,N,C,NA,C,NA
19 WILLOWMERE AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
19 WINDSOR PLACE,07043,MONTCLAIR,N,C,NA,C,NA
19 WOODMONT ROAD,07043,MONTCLAIR,N,C,NA,C,NA
19 WALNUT CRESCENT,07042,MONTCLAIR,N,C,NA,C,NA
19 WALNUT PARKWAY,07042,MONTCLAIR,Y,C,NA,UX,NA
19 WALNUT PARKWAY 2ND,07042,MONTCLAIR,Y,C,NA,UX,NA
19 WARD PLACE,07042,MONTCLAIR,N,C,NA,C,NA
19 WARFIELD STREET,07043,MONTCLAIR,N,C,NA,C,NA
19 WARMAN STREET 1ST,07042,MONTCLAIR,Y,C,NA,UX,NA
19 WARMAN STREET 2ND,07042,MONTCLAIR,Y,C,NA,UX,NA
19 WILLIAM STREET,07042,MONTCLAIR,Y,C,NA,C,NA
19 YALE TERRACE,07042,MONTCLAIR,N,C,NA,C,NA
19-A ELM STREET,07042,MONTCLAIR,N,C,NA,C,NA
190 ALEXANDER AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
190 BLOOMFIELD AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
190 CHRISTOPHER STREET,07043,MONTCLAIR,N,C,NA,C,NA
190 COOPER AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
190 FERNWOOD AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
190 FOREST STREET,07042,MONTCLAIR,N,C,NA,C,NA
190 GATES AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
190 GROVE STREET,07043,MONTCLAIR,N,C,NA,C,NA
190 HIGHLAND AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
190 LORRAINE AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
190 PARK STREET,07043,MONTCLAIR,N,C,NA,C,NA
190 S MOUNTAIN AVENUE,07042,MONTCLAIR,Y,C,NA,O,BRASS
190 SUMMIT AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
190 UNION STREET,07042,MONTCLAIR,N,C,NA,C,NA
190 UPPER MOUNTAIN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
190 WATCHUNG AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
190A BLOOMFIELD AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
191 ALEXANDER AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
191 BELLEVUE AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
191 COOPER AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
191 CHRISTOPHER STREET,07043,MONTCLAIR,N,C,NA,C,NA
191 FERNWOOD AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
191 FOREST STREET,07042,MONTCLAIR,N,C,NA,C,NA
191 GATES AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
191 GLENRIDGE AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
191 GROVE STREET,07043,MONTCLAIR,N,C,NA,C,NA
191 HARRISON AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
191 LORRAINE AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
191 MONTCLAIR AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
191 S MOUNTAIN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
191 UNION STREET,07042,MONTCLAIR,N,C,NA,C,NA
192 ALEXANDER AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
192 BELLEVUE AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
192 CHRISTOPHER STREET,07043,MONTCLAIR,N,C,NA,C,NA
192 CLAREMONT AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
192 FERNWOOD AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
192 INWOOD AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
192 MONTCLAIR AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
192 N MOUNTAIN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
192 PARK STREET,07043,MONTCLAIR,N,C,NA,C,NA
193 BELLEVUE AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
193 COOPER AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
193 HARRISON AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
193 INWOOD AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
193 N FULLERTON AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
193 UNION STREET,07042,MONTCLAIR,N,C,NA,C,NA
193 UPPER MOUNTAIN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
193 WALNUT STREET,07042,MONTCLAIR,N,C,NA,C,NA
193-199 FOREST STREET,07042,MONTCLAIR,N,C,NA,C,NA
194 ALEXANDER AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
194 BLOOMFIELD AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
194 BLOOMFIELD AVENUE/FIRELINE,07042,MONTCLAIR,N,C,NA,C,NA
194 FERNWOOD AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
194 GROVE STREET,07043,MONTCLAIR,Y,C,NA,G,NA
194 HIGHLAND AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
194 HARRISON AVENUE,07042,MONTCLAIR,Y,C,NA,UX,NA
